,block_start,block_end,snp_vec_start,snp_vec_end,types,genome1,genome2,start_site,end_site,contig
688,1681,2730,16810.0,27300.0,0,700023872,SRR413661,319824,448626,NC_009614
689,3385,3837,33850.0,38370.0,0,700023872,SRR413661,571854,642865,NC_009614
690,4120,4213,41200.0,42130.0,0,700023872,SRR413661,712073,735767,NC_009614
691,5093,5382,50930.0,53820.0,0,700023872,SRR413661,847512,908593,NC_009614
692,5798,5823,57980.0,58230.0,0,700023872,SRR413661,1126481,1131296,NC_009614
693,6019,6117,60190.0,61170.0,0,700023872,SRR413661,1168751,1181460,NC_009614
694,6909,7056,69090.0,70560.0,0,700023872,SRR413661,1412112,1427592,NC_009614
695,7647,7691,76470.0,76910.0,0,700023872,SRR413661,1530374,1534060,NC_009614
696,8442,8457,84420.0,84570.0,0,700023872,SRR413661,1674948,1678019,NC_009614
697,9853,10130,98530.0,101300.0,0,700023872,SRR413661,1869849,1902601,NC_009614
698,15280,15357,152800.0,153570.0,0,700023872,SRR413661,2960952,2983992,NC_009614
699,16025,16162,160250.0,161620.0,0,700023872,SRR413661,3066812,3100209,NC_009614
700,17489,17916,174890.0,179160.0,0,700023872,SRR413661,3336421,3430689,NC_009614
701,18386,18525,183860.0,185250.0,0,700023872,SRR413661,3501009,3523614,NC_009614
702,19019,19356,190190.0,193560.0,0,700023872,SRR413661,3661961,3717315,NC_009614
703,19454,19700,194540.0,197000.0,0,700023872,SRR413661,3755147,3786811,NC_009614
704,20225,20456,202250.0,204560.0,0,700023872,SRR413661,3845586,3878475,NC_009614
705,20756,21074,207560.0,210740.0,0,700023872,SRR413661,3910751,3984198,NC_009614
706,24551,24617,245510.0,246170.0,0,700023872,SRR413661,4747628,4754878,NC_009614
707,25035,25467,250350.0,254670.0,0,700023872,SRR413661,4796868,4877058,NC_009614
708,25721,26381,257210.0,263810.0,0,700023872,SRR413661,4900158,5043584,NC_009614
709,26778,26900,267780.0,269000.0,0,700023872,SRR413661,5101391,5119921,NC_009614
710,7480,7486,74800.0,74860.0,1,700023872,SRR413661,1475698,1476346,NC_009614
711,7945,7951,79450.0,79510.0,1,700023872,SRR413661,1601993,1602750,NC_009614
712,14784,14795,147840.0,147950.0,1,700023872,SRR413661,2896682,2897309,NC_009614
713,953,1027,9530.0,10270.0,0,700024233,700033989,138429,144174,NC_009614
714,1892,2037,18920.0,20370.0,0,700024233,700033989,351124,361518,NC_009614
715,3544,3822,35440.0,38220.0,0,700024233,700033989,588555,633331,NC_009614
716,4161,4242,41610.0,42420.0,0,700024233,700033989,695247,714749,NC_009614
717,5283,5340,52830.0,53400.0,0,700024233,700033989,872791,878694,NC_009614
718,8373,8566,83730.0,85660.0,0,700024233,700033989,1636380,1679471,NC_009614
719,9386,9421,93860.0,94210.0,0,700024233,700033989,1806439,1808893,NC_009614
720,10858,11752,108580.0,117520.0,0,700024233,700033989,2116105,2261309,NC_009614
721,13332,13596,133320.0,135960.0,0,700024233,700033989,2534111,2579454,NC_009614
722,14024,14355,140240.0,143550.0,0,700024233,700033989,2646722,2695258,NC_009614
723,16064,16171,160640.0,161710.0,0,700024233,700033989,3091660,3099402,NC_009614
724,19385,19414,193850.0,194140.0,0,700024233,700033989,3755871,3758758,NC_009614
725,19770,19804,197700.0,198040.0,0,700024233,700033989,3806590,3809810,NC_009614
726,21211,21376,212110.0,213760.0,0,700024233,700033989,4047297,4070979,NC_009614
727,22563,23139,225630.0,231390.0,0,700024233,700033989,4403428,4460576,NC_009614
728,23727,24322,237270.0,243220.0,0,700024233,700033989,4678789,4733200,NC_009614
729,24759,25040,247590.0,250400.0,0,700024233,700033989,4786269,4823034,NC_009614
730,26472,26759,264720.0,267590.0,0,700024233,700033989,5095563,5162810,NC_009614
731,945,1027,9450.0,10270.0,0,700024233,700111439,137851,144144,NC_009614
732,1220,1236,12200.0,12360.0,0,700024233,700111439,222572,224726,NC_009614
733,1897,2041,18970.0,20410.0,0,700024233,700111439,351127,361491,NC_009614
734,2337,2988,23370.0,29880.0,0,700024233,700111439,391321,462327,NC_009614
735,3501,3900,35010.0,39000.0,0,700024233,700111439,571986,638490,NC_009614
736,4184,4264,41840.0,42640.0,0,700024233,700111439,695283,714722,NC_009614
737,5097,5137,50970.0,51370.0,0,700024233,700111439,818596,821927,NC_009614
738,5301,5372,53010.0,53720.0,0,700024233,700111439,872596,893795,NC_009614
739,5562,5607,55620.0,56070.0,0,700024233,700111439,1063082,1078134,NC_009614
740,7756,8048,77560.0,80480.0,0,700024233,700111439,1530746,1602765,NC_009614
741,8380,8572,83800.0,85720.0,0,700024233,700111439,1636419,1679468,NC_009614
742,9367,9753,93670.0,97530.0,0,700024233,700111439,1803157,1850391,NC_009614
743,10860,11751,108600.0,117510.0,0,700024233,700111439,2116141,2261294,NC_009614
744,12407,12561,124070.0,125610.0,0,700024233,700111439,2426410,2437315,NC_009614
745,12731,12824,127310.0,128240.0,0,700024233,700111439,2461603,2470612,NC_009614
746,13332,13597,133320.0,135970.0,0,700024233,700111439,2534123,2579451,NC_009614
747,14030,14363,140300.0,143630.0,0,700024233,700111439,2646719,2695303,NC_009614
748,15115,15510,151150.0,155100.0,0,700024233,700111439,2925786,2992886,NC_009614
749,16042,16184,160420.0,161840.0,0,700024233,700111439,3058857,3099396,NC_009614
750,17612,17941,176120.0,179410.0,0,700024233,700111439,3342999,3430446,NC_009614
751,18794,19247,187940.0,192470.0,0,700024233,700111439,3643864,3696581,NC_009614
752,19412,19619,194120.0,196190.0,0,700024233,700111439,3755889,3785741,NC_009614
753,20867,20963,208670.0,209630.0,0,700024233,700111439,3974829,3982482,NC_009614
754,21233,21414,212330.0,214140.0,0,700024233,700111439,4047279,4070946,NC_009614
755,22618,23196,226180.0,231960.0,0,700024233,700111439,4403410,4460588,NC_009614
756,23783,25315,237830.0,253150.0,0,700024233,700111439,4678777,4875553,NC_009614
757,26194,26303,261940.0,263030.0,0,700024233,700111439,5041302,5054581,NC_009614
758,26531,26818,265310.0,268180.0,0,700024233,700111439,5095551,5162822,NC_009614
759,472,478,4720.0,4780.0,1,700024233,700111439,83622,84045,NC_009614
760,246,657,2460.0,6570.0,0,700024233,700123827,64867,112027,NC_009614
761,945,1028,9450.0,10280.0,0,700024233,700123827,137860,144159,NC_009614
762,1905,2050,19050.0,20500.0,0,700024233,700123827,351142,361545,NC_009614
763,2346,2996,23460.0,29960.0,0,700024233,700123827,391375,462288,NC_009614
764,3395,3913,33950.0,39130.0,0,700024233,700123827,548950,638481,NC_009614
765,4198,4278,41980.0,42780.0,0,700024233,700123827,695250,714692,NC_009614
766,5112,5152,51120.0,51520.0,0,700024233,700123827,818581,821912,NC_009614
767,5316,5387,53160.0,53870.0,0,700024233,700123827,872590,893777,NC_009614
768,5579,5624,55790.0,56240.0,0,700024233,700123827,1063079,1078131,NC_009614
769,7786,8083,77860.0,80830.0,0,700024233,700123827,1530746,1602675,NC_009614
770,8417,8611,84170.0,86110.0,0,700024233,700123827,1636419,1679486,NC_009614
771,9411,9801,94110.0,98010.0,0,700024233,700123827,1803160,1850448,NC_009614
772,10915,11812,109150.0,118120.0,0,700024233,700123827,2116102,2261297,NC_009614
773,12471,12626,124710.0,126260.0,0,700024233,700123827,2426428,2437312,NC_009614
774,12797,12890,127970.0,128900.0,0,700024233,700123827,2461603,2470612,NC_009614
775,13399,13663,133990.0,136630.0,0,700024233,700123827,2534150,2579442,NC_009614
776,14096,14429,140960.0,144290.0,0,700024233,700123827,2646689,2695261,NC_009614
777,15411,15581,154110.0,155810.0,0,700024233,700123827,2978821,2992928,NC_009614
778,16114,16256,161140.0,162560.0,0,700024233,700123827,3058848,3099390,NC_009614
779,17688,18020,176880.0,180200.0,0,700024233,700123827,3342954,3430446,NC_009614
780,18741,19326,187410.0,193260.0,0,700024233,700123827,3562254,3696566,NC_009614
781,19495,19704,194950.0,197040.0,0,700024233,700123827,3755883,3785765,NC_009614
782,20958,21053,209580.0,210530.0,0,700024233,700123827,3974835,3982437,NC_009614
783,21324,21509,213240.0,215090.0,0,700024233,700123827,4047297,4070919,NC_009614
784,22717,23296,227170.0,232960.0,0,700024233,700123827,4403410,4460588,NC_009614
785,23884,25435,238840.0,254350.0,0,700024233,700123827,4678750,4875529,NC_009614
786,26321,26430,263210.0,264300.0,0,700024233,700123827,5041266,5054524,NC_009614
787,26659,26946,266590.0,269460.0,0,700024233,700123827,5095563,5162828,NC_009614
788,877,1418,8770.0,14180.0,0,700024233,700164354,132553,285049,NC_009614
789,1697,2081,16970.0,20810.0,0,700024233,700164354,321324,365877,NC_009614
790,3485,3830,34850.0,38300.0,0,700024233,700164354,571983,633301,NC_009614
791,4170,4251,41700.0,42510.0,0,700024233,700164354,695223,714731,NC_009614
792,5292,5349,52920.0,53490.0,0,700024233,700164354,872752,878604,NC_009614
793,5552,5594,55520.0,55940.0,0,700024233,700164354,1063079,1078113,NC_009614
794,7885,8108,78850.0,81080.0,0,700024233,700164354,1581914,1610546,NC_009614
795,8370,8562,83700.0,85620.0,0,700024233,700164354,1636455,1679477,NC_009614
796,9359,9711,93590.0,97110.0,0,700024233,700164354,1803175,1847307,NC_009614
797,10338,10355,103380.0,103550.0,0,700024233,700164354,1938100,1939201,NC_009614
798,11000,11755,110000.0,117550.0,0,700024233,700164354,2130315,2261258,NC_009614
799,12393,12547,123930.0,125470.0,0,700024233,700164354,2426449,2437174,NC_009614
800,13308,13575,133080.0,135750.0,0,700024233,700164354,2534150,2579460,NC_009614
801,14008,14338,140080.0,143380.0,0,700024233,700164354,2646707,2695294,NC_009614
802,16057,16164,160570.0,161640.0,0,700024233,700164354,3091651,3099396,NC_009614
803,17600,17710,176000.0,177100.0,0,700024233,700164354,3343351,3393190,NC_009614
804,18483,19071,184830.0,190710.0,0,700024233,700164354,3523735,3674472,NC_009614
805,19390,19434,193900.0,194340.0,0,700024233,700164354,3755871,3759661,NC_009614
806,19779,19999,197790.0,199990.0,0,700024233,700164354,3806707,3830724,NC_009614
807,21219,21442,212190.0,214420.0,0,700024233,700164354,4047303,4075640,NC_009614
808,22612,23191,226120.0,231910.0,0,700024233,700164354,4403449,4460609,NC_009614
809,23779,25101,237790.0,251010.0,0,700024233,700164354,4678798,4823079,NC_009614
810,26539,26825,265390.0,268250.0,0,700024233,700164354,5095605,5162789,NC_009614
811,10860,10875,108600.0,108750.0,1,700024233,700164354,2116108,2117659,NC_009614
812,13174,13185,131740.0,131850.0,1,700024233,700164354,2510227,2514515,NC_009614
813,327,1712,3270.0,17120.0,0,700024349,SRR341691,73871,324863,NC_009614
814,3503,4447,35030.0,44470.0,0,700024349,SRR341691,588987,752084,NC_009614
815,4528,4989,45280.0,49890.0,0,700024349,SRR341691,758515,808401,NC_009614
816,5148,5430,51480.0,54300.0,0,700024349,SRR341691,847194,919797,NC_009614
817,5891,6085,58910.0,60850.0,0,700024349,SRR341691,1149570,1179550,NC_009614
818,6582,7439,65820.0,74390.0,0,700024349,SRR341691,1344619,1465111,NC_009614
819,9412,9888,94120.0,98880.0,0,700024349,SRR341691,1823836,1877232,NC_009614
820,10258,10431,102580.0,104310.0,0,700024349,SRR341691,1946048,1966742,NC_009614
821,15113,15815,151130.0,158150.0,0,700024349,SRR341691,2978119,3058860,NC_009614
822,17491,18398,174910.0,183980.0,0,700024349,SRR341691,3362547,3543953,NC_009614
823,18810,19484,188100.0,194840.0,0,700024349,SRR341691,3661961,3791514,NC_009614
824,19539,20236,195390.0,202360.0,0,700024349,SRR341691,3796537,3883416,NC_009614
825,24974,25052,249740.0,250520.0,0,700024349,SRR341691,4825612,4863166,NC_009614
826,5025,5089,50250.0,50890.0,1,700024349,SRR341691,818203,823223,NC_009614
827,9338,9359,93380.0,93590.0,1,700024349,SRR341691,1813429,1820128,NC_009614
828,327,476,3270.0,4760.0,0,700024349,SRR413658,73871,88250,NC_009614
829,1533,1715,15330.0,17150.0,0,700024349,SRR413658,308822,324929,NC_009614
830,3513,4461,35130.0,44610.0,0,700024349,SRR413658,588924,752117,NC_009614
831,4542,5004,45420.0,50040.0,0,700024349,SRR413658,758530,808419,NC_009614
832,5163,5445,51630.0,54450.0,0,700024349,SRR413658,847209,919839,NC_009614
833,5905,6100,59050.0,61000.0,0,700024349,SRR413658,1149528,1179550,NC_009614
834,6598,7563,65980.0,75630.0,0,700024349,SRR413658,1344595,1486365,NC_009614
835,7904,8003,79040.0,80030.0,0,700024349,SRR413658,1599852,1610675,NC_009614
836,9432,9909,94320.0,99090.0,0,700024349,SRR413658,1823776,1877274,NC_009614
837,10280,10452,102800.0,104520.0,0,700024349,SRR413658,1946078,1966727,NC_009614
838,15145,15173,151450.0,151730.0,0,700024349,SRR413658,2978146,2979974,NC_009614
839,19190,19711,191900.0,197110.0,0,700024349,SRR413658,3716634,3811124,NC_009614
840,20012,20253,200120.0,202530.0,0,700024349,SRR413658,3846403,3880370,NC_009614
841,20481,20539,204810.0,205390.0,0,700024349,SRR413658,3904056,3914935,NC_009614
842,25017,25096,250170.0,250960.0,0,700024349,SRR413658,4825582,4863187,NC_009614
843,5040,5095,50400.0,50950.0,1,700024349,SRR413658,818212,822587,NC_009614
844,9359,9380,93590.0,93800.0,1,700024349,SRR413658,1813453,1820149,NC_009614
845,4182,4268,41820.0,42680.0,0,700024545,700037008,1065944,1108522,NC_009614
846,12214,12356,122140.0,123560.0,0,700024545,700037008,3058191,3098856,NC_009614
847,12580,13978,125800.0,139780.0,0,700024545,700037008,3149328,3522085,NC_009614
848,17985,18059,179850.0,180590.0,0,700024545,700037008,4766540,4779208,NC_009614
849,18258,18327,182580.0,183270.0,0,700024545,700037008,4823454,4863292,NC_009614
850,18816,18897,188160.0,188970.0,0,700024545,700037008,4996419,5012394,NC_009614
851,8955,8959,89550.0,89590.0,1,700024545,700037008,2266938,2282073,NC_009614
852,12558,12572,125580.0,125720.0,1,700024545,700037008,3142451,3148550,NC_009614
853,13167,13226,131670.0,132260.0,0,700024545,700116296,3291732,3297257,NC_009614
854,4193,4281,41930.0,42810.0,0,700024545,ERR911961,1066442,1108567,NC_009614
855,13556,13575,135560.0,135750.0,0,700024545,ERR911961,3362520,3410445,NC_009614
856,14020,14114,140200.0,141140.0,0,700024545,ERR911961,3507590,3532799,NC_009614
857,18128,18207,181280.0,182070.0,0,700024545,ERR911961,4766363,4779268,NC_009614
858,18978,19062,189780.0,190620.0,0,700024545,ERR911961,4996398,5012394,NC_009614
859,19535,19550,195350.0,195500.0,0,700024545,ERR911961,5117832,5118843,NC_009614
860,8802,9012,88020.0,90120.0,1,700024545,ERR911961,2245411,2281983,NC_009614
861,1049,1084,10490.0,10840.0,0,700024711,ERR912159,159217,161795,NC_009614
862,1464,1493,14640.0,14930.0,0,700024711,ERR912159,283045,285064,NC_009614
863,2135,2314,21350.0,23140.0,0,700024711,ERR912159,363004,380877,NC_009614
864,3588,3933,35880.0,39330.0,0,700024711,ERR912159,572037,633337,NC_009614
865,4234,4428,42340.0,44280.0,0,700024711,ERR912159,667039,736532,NC_009614
866,6136,6251,61360.0,62510.0,0,700024711,ERR912159,1150269,1168802,NC_009614
867,7113,7216,71130.0,72160.0,0,700024711,ERR912159,1410228,1419114,NC_009614
868,8426,8942,84260.0,89420.0,0,700024711,ERR912159,1628939,1720506,NC_009614
869,10444,10509,104440.0,105090.0,0,700024711,ERR912159,1938127,1948808,NC_009614
870,13430,13495,134300.0,134950.0,0,700024711,ERR912159,2513515,2519653,NC_009614
871,14892,14954,148920.0,149540.0,0,700024711,ERR912159,2828626,2832728,NC_009614
872,15543,15644,155430.0,156440.0,0,700024711,ERR912159,2940705,2978812,NC_009614
873,16363,16398,163630.0,163980.0,0,700024711,ERR912159,3066854,3093284,NC_009614
874,16537,16660,165370.0,166600.0,0,700024711,ERR912159,3105404,3117957,NC_009614
875,18661,18707,186610.0,187070.0,0,700024711,ERR912159,3469100,3472846,NC_009614
876,19899,20100,198990.0,201000.0,0,700024711,ERR912159,3730461,3775284,NC_009614
877,20367,20386,203670.0,203860.0,0,700024711,ERR912159,3803148,3804967,NC_009614
878,20888,21005,208880.0,210050.0,0,700024711,ERR912159,3868390,3879267,NC_009614
879,21420,21603,214200.0,216030.0,0,700024711,ERR912159,3967587,3982467,NC_009614
880,22035,22244,220350.0,222440.0,0,700024711,ERR912159,4062732,4108590,NC_009614
881,23100,23825,231000.0,238250.0,0,700024711,ERR912159,4305692,4455359,NC_009614
882,25616,26072,256160.0,260720.0,0,700024711,ERR912159,4794528,4877307,NC_009614
883,5272,5278,52720.0,52780.0,1,700024711,ERR912159,843378,843837,NC_009614
884,1420,1668,14200.0,16680.0,0,700024752,700032222,283054,315291,NC_009614
885,2169,2254,21690.0,22540.0,0,700024752,700032222,369794,380841,NC_009614
886,2548,2718,25480.0,27180.0,0,700024752,700032222,408551,439621,NC_009614
887,2942,3153,29420.0,31530.0,0,700024752,700032222,457628,495123,NC_009614
888,5066,5120,50660.0,51200.0,0,700024752,700032222,815839,819589,NC_009614
889,5309,5448,53090.0,54480.0,0,700024752,700032222,872572,903160,NC_009614
890,5583,5735,55830.0,57350.0,0,700024752,700032222,1065962,1102880,NC_009614
891,6303,6338,63030.0,63380.0,0,700024752,700032222,1187826,1190351,NC_009614
892,7009,7189,70090.0,71890.0,0,700024752,700032222,1411329,1429426,NC_009614
893,7554,7642,75540.0,76420.0,0,700024752,700032222,1465084,1486329,NC_009614
894,8353,9095,83530.0,90950.0,0,700024752,700032222,1642769,1783101,NC_009614
895,9582,9776,95820.0,97760.0,0,700024752,700032222,1833670,1861575,NC_009614
896,10086,10132,100860.0,101320.0,0,700024752,700032222,1892725,1897014,NC_009614
897,12003,12109,120030.0,121090.0,0,700024752,700032222,2366644,2374929,NC_009614
898,12792,12899,127920.0,128990.0,0,700024752,700032222,2474950,2484502,NC_009614
899,13510,13614,135100.0,136140.0,0,700024752,700032222,2575854,2594688,NC_009614
900,13821,13894,138210.0,138940.0,0,700024752,700032222,2616175,2631397,NC_009614
901,14061,14107,140610.0,141070.0,0,700024752,700032222,2657601,2660884,NC_009614
902,15281,15442,152810.0,154420.0,0,700024752,700032222,2978140,2992028,NC_009614
903,15998,16525,159980.0,165250.0,0,700024752,700032222,3066815,3187454,NC_009614
904,17464,17824,174640.0,178240.0,0,700024752,700032222,3339295,3438134,NC_009614
905,18208,18255,182080.0,182550.0,0,700024752,700032222,3492398,3502101,NC_009614
906,19973,20144,199730.0,201440.0,0,700024752,700032222,3841542,3871337,NC_009614
907,20605,20833,206050.0,208330.0,0,700024752,700032222,3937253,3984240,NC_009614
908,21172,21295,211720.0,212950.0,0,700024752,700032222,4055382,4075955,NC_009614
909,22305,22411,223050.0,224110.0,0,700024752,700032222,4320708,4401860,NC_009614
910,24713,25493,247130.0,254930.0,0,700024752,700032222,4796979,4916078,NC_009614
911,7319,7328,73190.0,73280.0,1,700024752,700032222,1439250,1440027,NC_009614
912,11067,11074,110670.0,110740.0,1,700024752,700032222,2144589,2145069,NC_009614
913,13108,13183,131080.0,131830.0,1,700024752,700032222,2508844,2525344,NC_009614
914,103,272,1030.0,2720.0,0,700032068,700101581,47905,79675,NC_009614
915,1293,1345,12930.0,13450.0,0,700032068,700101581,331624,335486,NC_009614
916,1854,1974,18540.0,19740.0,0,700032068,700101581,400559,411195,NC_009614
917,3340,3420,33400.0,34200.0,0,700032068,700101581,734723,741084,NC_009614
918,3791,3850,37910.0,38500.0,0,700032068,700101581,771254,776297,NC_009614
919,4253,4444,42530.0,44440.0,0,700032068,700101581,874429,1076106,NC_009614
920,5142,5686,51420.0,56860.0,0,700032068,700101581,1313826,1425971,NC_009614
921,6839,6925,68390.0,69250.0,0,700032068,700101581,1679129,1693229,NC_009614
922,9305,9504,93050.0,95040.0,0,700032068,700101581,2247251,2317388,NC_009614
923,10747,10786,107470.0,107860.0,0,700032068,700101581,2546095,2551218,NC_009614
924,12126,12444,121260.0,124440.0,0,700032068,700101581,2908889,2984169,NC_009614
925,14077,14113,140770.0,141130.0,0,700032068,700101581,3335591,3343321,NC_009614
926,14956,15013,149560.0,150130.0,0,700032068,700101581,3659149,3669460,NC_009614
927,15185,15453,151850.0,154530.0,0,700032068,700101581,3687340,3769081,NC_009614
928,282,341,2820.0,3410.0,1,700032068,700101581,81415,100662,NC_009614
929,9998,10120,99980.0,101200.0,1,700032068,700101581,2428734,2437438,NC_009614
930,19295,19298,192950.0,192980.0,1,700032068,700101581,4827872,4828100,NC_009614
931,10,810,100.0,8100.0,0,700032222,700095213,993,126108,NC_009614
932,1020,1548,10200.0,15480.0,0,700032222,700095213,158731,308987,NC_009614
933,2427,2749,24270.0,27490.0,0,700032222,700095213,402121,446413,NC_009614
934,2929,3102,29290.0,31020.0,0,700032222,700095213,460250,495126,NC_009614
935,3525,4141,35250.0,41410.0,0,700032222,700095213,588555,695511,NC_009614
936,5009,5063,50090.0,50630.0,0,700032222,700095213,808494,819538,NC_009614
937,5506,5744,55060.0,57440.0,0,700032222,700095213,1062767,1111090,NC_009614
938,6240,6540,62400.0,65400.0,0,700032222,700095213,1187889,1321312,NC_009614
939,6883,7169,68830.0,71690.0,0,700032222,700095213,1406240,1432605,NC_009614
940,7589,7904,75890.0,79040.0,0,700032222,700095213,1513864,1600338,NC_009614
941,8419,8604,84190.0,86040.0,0,700032222,700095213,1678661,1712252,NC_009614
942,8751,8783,87510.0,87830.0,0,700032222,700095213,1725539,1727988,NC_009614
943,9936,10055,99360.0,100550.0,0,700032222,700095213,1882967,1897005,NC_009614
944,10675,10969,106750.0,109690.0,0,700032222,700095213,2116075,2145138,NC_009614
945,11726,12045,117260.0,120450.0,0,700032222,700095213,2352246,2383482,NC_009614
946,12996,13088,129960.0,130880.0,0,700032222,700095213,2508883,2525593,NC_009614
947,13531,13569,135310.0,135690.0,0,700032222,700095213,2595134,2598215,NC_009614
948,13744,13991,137440.0,139910.0,0,700032222,700095213,2617240,2659174,NC_009614
949,14880,14977,148800.0,149770.0,0,700032222,700095213,2912669,2924270,NC_009614
950,15974,16439,159740.0,164390.0,0,700032222,700095213,3094570,3187415,NC_009614
951,17499,17560,174990.0,175600.0,0,700032222,700095213,3357065,3410739,NC_009614
952,18166,18391,181660.0,183910.0,0,700032222,700095213,3492440,3542756,NC_009614
953,19625,20110,196250.0,201100.0,0,700032222,700095213,3807856,3874186,NC_009614
954,21043,21524,210430.0,215240.0,0,700032222,700095213,4049414,4124061,NC_009614
955,21901,22057,219010.0,220570.0,0,700032222,700095213,4161056,4190151,NC_009614
956,22643,22781,226430.0,227810.0,0,700032222,700095213,4424482,4442159,NC_009614
957,23663,23763,236630.0,237630.0,0,700032222,700095213,4688105,4696376,NC_009614
958,24068,24165,240680.0,241650.0,0,700032222,700095213,4724175,4732267,NC_009614
959,24286,24434,242860.0,244340.0,0,700032222,700095213,4752588,4768012,NC_009614
960,24709,25498,247090.0,254980.0,0,700032222,700095213,4796946,4916081,NC_009614
961,11632,11639,116320.0,116390.0,1,700032222,700095213,2267022,2282094,NC_009614
962,18858,18928,188580.0,189280.0,1,700032222,700095213,3669076,3674595,NC_009614
963,601,1221,6010.0,12210.0,0,700032944,ERR911959,109010,255695,NC_009614
964,2429,4605,24290.0,46050.0,0,700032944,ERR911959,409518,767467,NC_009614
965,5539,5757,55390.0,57570.0,0,700032944,ERR911959,1099951,1126763,NC_009614
966,8346,9214,83460.0,92140.0,0,700032944,ERR911959,1686534,1813774,NC_009614
967,10146,10360,101460.0,103600.0,0,700032944,ERR911959,1949300,1971955,NC_009614
968,10585,11147,105850.0,111470.0,0,700032944,ERR911959,2115421,2176804,NC_009614
969,11433,11594,114330.0,115940.0,0,700032944,ERR911959,2253016,2313720,NC_009614
970,11703,13439,117030.0,134390.0,0,700032944,ERR911959,2353362,2582493,NC_009614
971,14423,14832,144230.0,148320.0,0,700032944,ERR911959,2894970,2934130,NC_009614
972,14934,15395,149340.0,153950.0,0,700032944,ERR911959,2958409,3019159,NC_009614
973,15598,15696,155980.0,156960.0,0,700032944,ERR911959,3055476,3093718,NC_009614
974,19021,19516,190210.0,195160.0,0,700032944,ERR911959,3755895,3820141,NC_009614
975,24436,24772,244360.0,247720.0,0,700032944,ERR911959,4787960,4829074,NC_009614
976,1247,1260,12470.0,12600.0,1,700032944,ERR911959,276865,278260,NC_009614
977,11606,11694,116060.0,116940.0,1,700032944,ERR911959,2316267,2352783,NC_009614
978,2177,2251,21770.0,22510.0,0,700033502,700035861,357961,363427,NC_009614
979,5164,5251,51640.0,52510.0,0,700033502,700035861,799539,806121,NC_009614
980,5458,5505,54580.0,55050.0,0,700033502,700035861,849256,865823,NC_009614
981,5781,5845,57810.0,58450.0,0,700033502,700035861,1062776,1079031,NC_009614
982,6145,7922,61450.0,79220.0,0,700033502,700035861,1122474,1476478,NC_009614
983,12804,13218,128040.0,132180.0,0,700033502,700035861,2422658,2461636,NC_009614
984,15380,15697,153800.0,156970.0,0,700033502,700035861,2894342,2923658,NC_009614
985,16157,16193,161570.0,161930.0,0,700033502,700035861,2993797,2996323,NC_009614
986,18323,18383,183230.0,183830.0,0,700033502,700035861,3356927,3367202,NC_009614
987,19767,20144,197670.0,201440.0,0,700033502,700035861,3697187,3775644,NC_009614
988,21145,21372,211450.0,213720.0,0,700033502,700035861,3887666,3909980,NC_009614
989,25652,26187,256520.0,261870.0,0,700033502,700035861,4783783,4867230,NC_009614
990,26811,26828,268110.0,268280.0,0,700033502,700035861,4946476,4947625,NC_009614
991,3555,3583,35550.0,35830.0,1,700033502,700035861,540470,542497,NC_009614
992,3667,3732,36670.0,37320.0,1,700033502,700035861,556704,573231,NC_009614
993,4371,4495,43710.0,44950.0,1,700033502,700035861,667681,733017,NC_009614
994,4511,4758,45110.0,47580.0,1,700033502,700035861,734636,755555,NC_009614
995,1967,2047,19670.0,20470.0,0,700033502,700097688,357619,363424,NC_009614
996,5173,5219,51730.0,52190.0,0,700033502,700097688,849292,865781,NC_009614
997,5494,5548,54940.0,55480.0,0,700033502,700097688,1062791,1078512,NC_009614
998,6319,6513,63190.0,65130.0,0,700033502,700097688,1199939,1315621,NC_009614
999,6882,7331,68820.0,73310.0,0,700033502,700097688,1405427,1445799,NC_009614
1000,12261,12646,122610.0,126460.0,0,700033502,700097688,2422589,2461630,NC_009614
1001,14754,15060,147540.0,150600.0,0,700033502,700097688,2894327,2923649,NC_009614
1002,18877,19035,188770.0,190350.0,0,700033502,700097688,3697220,3732879,NC_009614
1003,20112,20310,201120.0,203100.0,0,700033502,700097688,3889773,3909968,NC_009614
1004,24393,24835,243930.0,248350.0,0,700033502,700097688,4783780,4866497,NC_009614
1005,2136,2489,21360.0,24890.0,1,700033502,700097688,370208,411192,NC_009614
1006,3267,3291,32670.0,32910.0,1,700033502,700097688,540518,542512,NC_009614
1007,3374,3440,33740.0,34400.0,1,700033502,700097688,556653,573246,NC_009614
1008,4119,4195,41190.0,41950.0,1,700033502,700097688,709829,715880,NC_009614
1009,2022,2060,20220.0,20600.0,0,700033502,700161342,360576,363397,NC_009614
1010,3340,3365,33400.0,33650.0,0,700033502,700161342,540494,542479,NC_009614
1011,5257,5303,52570.0,53030.0,0,700033502,700161342,849295,865787,NC_009614
1012,5580,5640,55800.0,56400.0,0,700033502,700161342,1062809,1078974,NC_009614
1013,6410,6605,64100.0,66050.0,0,700033502,700161342,1199921,1315663,NC_009614
1014,6975,7424,69750.0,74240.0,0,700033502,700161342,1405505,1445973,NC_009614
1015,12385,12773,123850.0,127730.0,0,700033502,700161342,2422598,2461642,NC_009614
1016,14898,15208,148980.0,152080.0,0,700033502,700161342,2894348,2923661,NC_009614
1017,17780,18227,177800.0,182270.0,0,700033502,700161342,3442596,3502191,NC_009614
1018,19106,19283,191060.0,192830.0,0,700033502,700161342,3697169,3734837,NC_009614
